filenames,20210713-151409,20210713-160536,20210713-202446,20210714-023953,20210714-024731,20210714-025049,20210714-031111,20210714-031825,20210714-095418,20210718-014112,20210718-014612,20210718-015056,20210718-022910,20210718-023252,20210719-020610,20210719-104859,20210719-162019
DSC_0105__1536_3840__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0
DSC_0105__1536_3840__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1536_4096__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1536_4096__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__1536_4096__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1536_4096__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1536_4352__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__1536_4352__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1536_4352__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__1536_4352__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1536_512__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_512__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_512__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_512__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_768__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,1.0,2
DSC_0105__1536_768__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1536_768__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0105__1536_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__1792_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__1792_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1792_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1792_0__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,0
DSC_0105__1792_1024__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0
DSC_0105__1792_1024__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,0.0,0
DSC_0105__1792_1024__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1
DSC_0105__1792_1024__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0105__1792_1280__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__1792_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1792_1280__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1792_1280__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__1792_1536__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0105__1792_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1
DSC_0105__1792_1536__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1792_1536__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1792_1792__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,1.0,1
DSC_0105__1792_1792__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,0.0,0
DSC_0105__1792_1792__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1792_1792__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1792_2048__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__1792_2048__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,1.0,0
DSC_0105__1792_2048__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1792_2048__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1
DSC_0105__1792_2304__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,0
DSC_0105__1792_2304__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1
DSC_0105__1792_2304__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,0
DSC_0105__1792_2304__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__1792_2560__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1792_2560__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1
DSC_0105__1792_2560__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1792_2560__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1
DSC_0105__1792_256__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2
DSC_0105__1792_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1792_256__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,2
DSC_0105__1792_256__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1792_2816__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__1792_2816__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__1792_2816__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__1792_2816__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1792_3072__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1792_3072__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0
DSC_0105__1792_3072__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0105__1792_3072__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1792_3328__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0
DSC_0105__1792_3328__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1792_3328__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__1792_3328__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__1792_3584__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1792_3584__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1792_3584__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1792_3584__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__1792_3840__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__1792_3840__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1792_3840__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__1792_3840__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__1792_4096__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1792_4096__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1792_4096__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__1792_4096__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__1792_4352__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1792_4352__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1792_4352__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1792_4352__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__1792_512__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__1792_512__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,2.0,0
DSC_0105__1792_512__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0
DSC_0105__1792_512__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2
DSC_0105__1792_768__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__1792_768__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0
DSC_0105__1792_768__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__1792_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__2048_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__2048_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2
DSC_0105__2048_0__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__2048_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0
DSC_0105__2048_1024__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,1.0,0
DSC_0105__2048_1024__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__2048_1024__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__2048_1024__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__2048_1280__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__2048_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_1280__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__2048_1280__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_1536__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0105__2048_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,2
DSC_0105__2048_1536__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__2048_1536__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,0
DSC_0105__2048_1792__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__2048_1792__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1
DSC_0105__2048_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_1792__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__2048_2048__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_2048__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__2048_2048__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,0
DSC_0105__2048_2048__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__2048_2304__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__2048_2304__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1
DSC_0105__2048_2304__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__2048_2304__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_2560__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,1.0,0
DSC_0105__2048_2560__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0
DSC_0105__2048_2560__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_2560__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__2048_256__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1
DSC_0105__2048_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_2816__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__2048_2816__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_2816__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1
DSC_0105__2048_2816__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_3072__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_3072__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0
DSC_0105__2048_3072__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_3072__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__2048_3328__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_3328__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_3328__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__2048_3328__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__2048_3584__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__2048_3584__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__2048_3584__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,0
DSC_0105__2048_3584__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_3840__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__2048_3840__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__2048_3840__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0105__2048_3840__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_4096__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2048_4096__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2048_4096__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2048_4096__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2048_4352__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2048_4352__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2048_4352__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2048_4352__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2048_512__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,0
DSC_0105__2048_512__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__2048_512__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__2048_512__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_768__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__2048_768__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0
DSC_0105__2048_768__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__2048_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0
DSC_0105__2304_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_0__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2304_1024__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2304_1024__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2304_1024__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_1024__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_1280__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_1280__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_1280__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_1536__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_1536__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_1536__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_1792__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_1792__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2304_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_1792__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_2048__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_2048__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2304_2048__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2304_2048__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2304_2304__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_2304__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_2304__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_2304__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_2560__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2304_2560__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_2560__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2304_2560__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_256__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2304_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_256__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2304_2816__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2304_2816__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_2816__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_2816__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_3072__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2304_3072__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_3072__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_3072__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2304_3328__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_3328__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_3328__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2304_3328__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_3584__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_3584__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_3584__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_3584__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_3840__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_3840__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_3840__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2304_3840__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_4096__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_4096__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_4096__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_4096__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_4352__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2304_4352__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2304_4352__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2304_4352__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_512__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2304_512__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_512__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_512__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2304_768__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_768__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2304_768__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2304_768__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2560_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_0__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2560_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_1024__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2560_1024__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_1024__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_1024__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_1280__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_1280__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_1280__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_1536__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2560_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_1536__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2560_1536__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_1792__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_1792__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_1792__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2560_2048__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_2048__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2560_2048__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_2048__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_2304__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_2304__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2560_2304__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_2304__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_2560__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_2560__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2560_2560__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_2560__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_256__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2560_256__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__2560_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_2816__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__2560_2816__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_2816__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__2560_2816__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
